Id,Label,patent_title,link,data,assignee,abstract
,"9,902,762",Multivalent fibronectin based scaffold domain proteins,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5501856.UREF.&OS=ref/5501856&RS=REF/5501856,"February 27, 2018",,
,"9,920,108",Targeted therapeutics based on engineered proteins that bind EGFR,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5501856.UREF.&OS=ref/5501856&RS=REF/5501856,"March 20, 2018",,
,"9,943,402",Micropatterned intraocular implant,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5501856.UREF.&OS=ref/5501856&RS=REF/5501856,"April 17, 2018",,
,"9,943,404",Intraocular cell migration inhibition system,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5501856.UREF.&OS=ref/5501856&RS=REF/5501856,"April 17, 2018",,
,"5,508,378",Method for producing polylactic acid,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=585&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=12&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"April 16, 1996","Shimadzu Corporation
 (Kyoto, 
JP)","A method for producing a polylactic acid of the present invention includes
     the steps of (a) polymerizing a lactide used as a main starting material
     in a molten state to give a polylactic acid; and (b) further polymerizing
     the polylactic acid obtained in step (a) in a solid phase by heating at a
     temperature lower than a melting point of a final polymer product."
,"5,698,322",Multicomponent fiber,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=34&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"December 16, 1997",,
,"5,880,254",Method for producing polylactic acid and apparatus used therefor,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=33&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"March 9, 1999",,
,"5,910,545",Biodegradable thermoplastic composition,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=32&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"June 8, 1999",,
,"6,153,231",Environmentally friendly chewing gum bases,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=31&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"November 28, 2000",,
,"6,194,483","Disposable articles having biodegradable nonwovens with improved fluid
     management properties",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=30&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"February 27, 2001",,
,"6,195,975",Fluid-jet false-twisting method and product,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=29&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"March 6, 2001",,
,"6,197,860",Biodegradable nonwovens with improved fluid management properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=28&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"March 6, 2001",,
,"6,201,068","Biodegradable polylactide nonwovens with improved fluid management
     properties",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"March 13, 2001",,
,"6,207,755",Biodegradable thermoplastic composition,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"March 27, 2001",,
,"6,211,294",Multicomponent fiber prepared from a thermoplastic composition,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"April 3, 2001",,
,"6,214,967",Process for the polymerization of lactide,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"April 10, 2001",,
,"6,245,831","Disposable articles having biodegradable nonwovens with improved fluid
     management properties",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"June 12, 2001",,
,"6,268,434","Biodegradable polylactide nonwovens with improved fluid management
     properties",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=22&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"July 31, 2001",,
,"6,306,782","Disposable absorbent product having biodisintegratable nonwovens with
     improved fluid management properties",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"October 23, 2001",,
,"6,309,988",Biodisintegratable nonwovens with improved fluid management properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"October 30, 2001",,
,"6,475,418",Methods for making a thermoplastic composition and fibers including same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"November 5, 2002",,
,"6,500,897","Modified biodegradable compositions and a reactive-extrusion process to
     make the same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"December 31, 2002",,
,"6,544,455",Methods for making a biodegradable thermoplastic composition,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"April 8, 2003",,
,"6,552,124",Method of making a polymer blend composition by reactive extrusion,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"April 22, 2003",,
,"6,579,934",Reactive extrusion process for making modifiied biodegradable compositions,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"June 17, 2003",,
,"6,613,363","Biodegradable chewing gum bases including plasticized poly(D,L-lactic acid)
     and copolymers thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"September 2, 2003",,
,"6,890,989","Water-responsive biodegradable polymer compositions and method of making
     same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"May 10, 2005",,
,"7,053,151",Grafted biodegradable polymer blend compositions,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"May 30, 2006",,
,"7,507,561","Process for the production of polylactic acid (PLA) from renewable
     feedstocks",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"March 24, 2009",,
,"8,268,913",Polymeric blends and methods of using same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"September 18, 2012",,
,"8,545,971","Polymeric compositions comprising polylactic acid and methods of making
     and using same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"October 1, 2013",,
,"8,591,967","Biodegradable chewing gum comprising at least one high molecular weight
     biodegradable polymer",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"November 26, 2013",,
,"8,691,912",Aliphatic polyester manufacturing method,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"April 8, 2014",,
,"8,697,832","Method for producing lactic acid polymers of high crystallinity and
     molecular weight",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"April 15, 2014",,
,"8,759,446","Compatibilized polypropylene and polylactic acid blends and methods of
     making and using same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"June 24, 2014",,
,"9,029,497",Method of making polylactic acid using carbene derivatives as the catalyst,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"May 12, 2015",,
,"9,458,287",Aliphatic polyester manufacturing method,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"October 4, 2016",,
,"9,510,961",Polymeric stent and methods of manufacturing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"December 6, 2016",,
,"9,707,734",Microstructured composite particles,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5508378.UREF.&OS=ref/5508378&RS=REF/5508378,"July 18, 2017",,
,"5,563,238",Water and UV degradable lactic acid polymers,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=584&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=12&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"October 8, 1996","ARCH Development Corporation
 (Chicago, 
IL)","A water and UV light degradable copolymer of monomers of lactic acid and a
     modifying monomer selected from the class consisting of ethylene glycol,
     propylene glycol, P-dioxanone, 1,5 dioxepan-2-one, 1,4-oxathialan-2-one,
     1,4-dioxide and mixtures thereof. These copolymers are useful for waste
     disposal and agricultural purposes. Also disclosed is a water degradable
     blend of polylactic acid or modified polylactic acid and high molecular
     weight polyethylene oxide wherein the high molecular weight polyethylene
     oxide is present in the range of from about 2 by weight to about 50% by
     weight, suitable for films. A method of applying an active material
     selected from the class of seeds, seedlings, pesticides, herbicides,
     fertilizers and mixtures thereof to an agricultural site is also
     disclosed."
,"6,083,524","Polymerizable biodegradable polymers including carbonate or dioxanone
     linkages",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"July 4, 2000",,
,"6,153,231",Environmentally friendly chewing gum bases,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"November 28, 2000",,
,"6,177,095","Polymerizable biodegradable polymers including carbonate or dioxanone
     linkages",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"January 23, 2001",,
,"6,217,630","Conditioned fertilizer product, method for conditioning fertilizer, and
     method for using conditioned fertilizer product",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"April 17, 2001",,
,"6,746,822",Use of surface coupling agent to improve adhesion,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"June 8, 2004",,
,"6,756,461",Anionic polymers composed of dicarboxylic acids and uses thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"June 29, 2004",,
,"6,818,039",Anionic polymers composed of dicarboxylic acids and uses thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"November 16, 2004",,
,"RE39,713","Polymerizable biodegradable polymers including carbonate or dioxanone
     linkages",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"July 3, 2007",,
,"7,638,090",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"December 29, 2009",,
,"7,754,156",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"July 13, 2010",,
,"8,043,995",Anionic polymers composed of dicarboxylic acids and uses thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"October 25, 2011",,
,"8,114,342",Methods and systems for monitoring sterilization status,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"February 14, 2012",,
,"8,178,042",Methods and systems for monitoring sterilization status,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"May 15, 2012",,
,"8,277,724",Sterilization methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"October 2, 2012",,
,"8,758,679",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"June 24, 2014",,
,"8,932,535",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"January 13, 2015",,
,"8,992,837",Methods and systems for monitoring sterilization status,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5563238.UREF.&OS=ref/5563238&RS=REF/5563238,"March 31, 2015",,
,"5,567,612","Genitourinary cell-matrix structure for implantation into a human and a
     method of making",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=583&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=12&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"October 22, 1996","Massachusetts Institute of Technology
 (Cambridge, 
MA)


Children's Medical Center Corporation
 (Boston, 
MA)","Methods and artificial matrices for the growth and implantation of
     urological structures and surfaces are disclosed in which urothelial cells
     are grown in culture on biodegradable, biocompatible, fibrous matrices
     formed of polymers, such as polyglycolic acid, polylactic acid, or other
     polymers which degrade over time. The cells can be cultured in vitro until
     an adequate cell volume and density has developed for the cells to survive
     and proliferate in vivo. Alternatively, when adequate cell numbers for
     implantation are available, the cells can be attached to the matrix and
     implanted directly, without proliferation in vitro. The implants
     approximate the desired urological structure to be replaced or repaired,
     such as the kidney, urether, bladder, urethra, and the like. Implantation
     is followed by remodeling through cell growth and proliferation in vivo.
     In another aspect of the invention, techniques are disclosed for
     selectively extracting or harvesting urothelial cells either from excised
     urological tissue in vitro or from intact urological tissue in vivo by
     treating the tissue with a digestive enzyme, such as collagenase."
,"5,885,829",Engineering oral tissues,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=100&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"March 23, 1999",,
,"6,027,744",Guided development and support of hydrogel-cell compositions,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=99&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"February 22, 2000",,
,"6,127,520","Compositions and methods for the inhibition of neurotransmitter uptake
     of synaptic vesicles",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=98&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"October 3, 2000",,
,"6,140,039",Three-dimensional filamentous tissue having tendon or ligament function,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=97&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"October 31, 2000",,
,"6,143,293","Assembled scaffolds for three dimensional cell culturing and tissue
     generation",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=96&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"November 7, 2000",,
,"6,171,610",Guided development and support of hydrogel-cell compositions,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=95&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"January 9, 2001",,
,"6,281,256",Open pore biodegradable matrices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=94&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"August 28, 2001",,
,"6,309,635","Seeding parenchymal cells into compression resistant porous scaffold after
     vascularizing in vivo",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=93&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"October 30, 2001",,
,"6,368,859",Methods and compositions for producing a fascial sling,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=92&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"April 9, 2002",,
,"6,376,244",Methods and compositions for organ decellularization,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=91&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"April 23, 2002",,
,"6,428,802","Preparing artificial organs by forming polylayers of different cell
     populations on a substrate",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=90&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"August 6, 2002",,
,"6,479,064","Culturing different cell populations on a decellularized natural
     biostructure for organ reconstruction",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=89&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"November 12, 2002",,
,"6,482,645",Methods and compositions for producing artificial fascia,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=88&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"November 19, 2002",,
,"6,514,292",Corporal tissue penile reconstruction,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=87&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"February 4, 2003",,
,"6,528,483",Method of producing concentrated non-buffered solutions of fibronectin,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=86&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"March 4, 2003",,
,"6,547,719",Penile reconstruction,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=85&f=G&l=50&d=PALL&S1=5567612.UREF.&OS=ref/5567612&RS=REF/5567612,"April 15, 2003",,
